0;0;0.0;0.0;-78613.96;-148.05234;-98.839554;-124.103714;17202.307;explore_def;6;0.6570197;DEFEAT
0;0;0.0;0.0;-97702.58;-152.84932;-97.74607;-132.84134;16592.562;explore_def;6;0.65261906;DEFEAT
0;0;0.0;0.0;-86305.88;-147.77002;-109.083626;-131.97444;17864.87;explore_def;6;0.5456673;DEFEAT
0;0;0.0;0.0;-98064.05;-147.37907;-116.15674;-135.3686;19050.48;follow;6;0.6433786;DEFEAT
0;0;0.0;0.0;-102461.24;-146.91815;-114.56944;-136.31795;20000.77;follow;6;0.7314071;DEFEAT
0;0;0.0;0.0;-63294.125;-135.67116;-100.57054;-118.58732;17260.605;explore_def;6;0.2991928;DEFEAT
0;0;0.0;0.0;-60330.082;-140.12598;-113.294304;-116.74245;14218.45;explore_def;6;0.5758391;DEFEAT
0;0;0.0;0.0;-84694.68;-134.38824;-111.75547;-125.389305;19932.748;explore_def;6;0.7060015;DEFEAT
0;0;0.0;0.0;-75404.44;-134.78395;-111.245285;-121.53079;19164.295;explore_def;6;0.71256196;DEFEAT
0;0;0.0;0.0;-74483.57;-132.93333;-112.38278;-119.5695;19609.125;explore_def;6;0.686803;DEFEAT
0;0;0.0;0.0;-44674.375;-142.28947;-109.82041;-111.17814;19961.422;explore_def;2;0.6599245;DEFEAT
0;0;0.0;0.0;-62783.254;-126.467995;-109.82203;-114.68924;22128.053;explore_def;2;0.67429054;DEFEAT
0;0;0.0;0.0;-64760.254;-132.36273;-110.33998;-115.18994;22228.758;explore_def;2;0.7174893;DEFEAT
0;0;0.0;0.0;-70067.2;-122.156334;-109.628136;-116.03023;22676.27;explore_def;2;0.7468371;DEFEAT
0;0;0.0;0.0;-69246.625;-122.11853;-109.54308;-115.98825;22714.723;explore_def;2;0.7398545;DEFEAT
0;0;0.0;0.0;-69240.625;-123.14526;-109.46852;-115.95124;22668.797;explore_def;2;0.75406855;DEFEAT
